MyUnknownColumn,Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Birthday_count,Employed_days,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label
1513,5062334,F,N,N,0,94500,Working,"Higher education",Married,"House / apartment",-9071,-958,1,0,0,0,Laborers,2,0
1515,5021968,F,N,N,1,103500,Working,"Secondary / secondary special",Married,"House / apartment",-11720,-1191,1,0,0,0,"Sales staff",3,0
1517,5067182,F,N,Y,0,112500,Working,"Higher education",Married,"House / apartment",-11432,-820,1,1,0,0,"Core staff",2,0
1518,5112652,F,N,N,0,67500,Working,"Secondary / secondary special",Married,"With parents",-16182,-2827,1,1,1,0,"Cooking staff",2,0
1519,5115523,F,N,Y,3,112500,Working,"Secondary / secondary special",Married,"House / apartment",-13020,-3693,1,0,0,0,"Core staff",5,0
1524,5048458,F,Y,Y,1,126000,Working,"Higher education",Married,"House / apartment",-9441,-157,1,0,0,0,Laborers,3,0
1525,5023719,F,Y,Y,0,175500,Pensioner,"Higher education",Married,"House / apartment",-22077,365243,1,0,1,0,Laborers,2,0
1528,5033520,F,Y,Y,3,180000,Working,"Secondary / secondary special",Married,"Municipal apartment",-12559,-5862,1,0,1,0,"Medicine staff",5,0
1535,5089719,F,N,N,0,144000,Working,"Secondary / secondary special",Married,"House / apartment",-19984,-4662,1,0,1,0,Laborers,2,0
1536,5033447,F,Y,N,0,112500,"Commercial associate","Higher education",Married,"House / apartment",-10828,-657,1,0,0,0,"Core staff",2,0
1538,5125816,F,Y,N,0,450000,Pensioner,"Higher education",Married,"House / apartment",-19783,-5521,1,1,1,0,Managers,2,0
1539,5149946,F,N,Y,0,180000,Working,"Higher education",Married,"House / apartment",-22228,-686,1,1,1,0,"High skill tech staff",2,0
1540,5024049,F,Y,Y,1,144000,Working,"Higher education",Married,"House / apartment",-12903,-2924,1,0,0,0,Accountants,3,0
1541,5117065,F,N,Y,2,225000,Working,"Higher education",Married,"House / apartment",-16040.34207,-1648,1,1,1,0,Accountants,4,0
1543,5028645,F,N,Y,0,191399.3262,"Commercial associate","Higher education",Married,"House / apartment",-11957,-2182,1,0,0,0,Managers,2,0
1547,5053790,F,Y,Y,0,225000,Working,"Higher education",Married,"House / apartment",-16601,-2859,1,0,0,0,Laborers,2,0
